Sample name	Full label
Neuro_Krainc_P02_D05_B32.CEL	GENETIC_UNAFFECTED
Neuro_Krainc_P02_D06_B36.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_D04_P10.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_D09_P15.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_E04_P22.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_E07_P25_repeat.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_E10_P31.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_F01_P36.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P01_H03_L3086.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P02_A05_L2150.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P02_B11_L3669_01.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P02_D02_L3872_01.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P02_E04_L3056_02.CEL	GENETIC_UNAFFECTED
Neuro_Krainc-2_P02_E05_L3054_01.CEL	GENETIC_UNAFFECTED
B39_(HG-U133A_2).CEL	GENETIC_UNAFFECTED
L3057_(HG-U133A_2).CEL	GENETIC_UNAFFECTED
L3275_(HG-U133A_2).CEL	GENETIC_UNAFFECTED
L3393_(HG-U133A_2).CEL	GENETIC_UNAFFECTED
E7R_039a95_(HG-U133_Plus_2).CEL	GPD
Neuro_Krainc_P01_E3_L3364.CEL	GPD
Neuro_Krainc_P02_G10_FRATRO42.CEL	GPD
L3386_(HG-U133A_2).CEL	GPD
Neuro_Krainc_P02_G06_FRATRO38.CEL	HD
Neuro_Krainc_P02_G07_FRATRO39.CEL	HD
Neuro_Krainc_P02_G08_FRATRO40.CEL	HD
Neuro_Krainc_P02_H05_FRATRO49.CEL	HD
Neuro_Krainc_P02_H06_FRATRO50.CEL	HD
Neuro_Krainc_P03_A06_FRATRO62.CEL	HD
Neuro_Krainc_P03_D08_FRATRO110.CEL	HD
Neuro_Krainc_P03_H07_FRATRO162.CEL	HD
Neuro_Krainc_P04_E02_FRATRO218.CEL	HD
Neuro_Krainc_P04_E03_FRATRO219.CEL	HD
Neuro_Krainc_P04_E04_FRATRO220.CEL	HD
Neuro_Krainc_P04_E05_FRATRO221.CEL	HD
Neuro_Krainc_P04_E09_FRATRO226_2.CEL	HD
Neuro_Krainc_P04_E10_FRATRO227.CEL	HD
Neuro_Krainc_P04_F03_FRATRO232_2.CEL	HD
Neuro_Krainc_P04_F05_FRATRO234_2.CEL	HD
Neuro_Krainc_P04_G07_FRATRO248_2.CEL	HD
Neuro_Krainc_P04_H10_FRATRO265.CEL	HD
Neuro_Krainc_P05_B06_FRATRO288.CEL	HD
E7R_037b01_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b02_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b03_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b04_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b05_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b06_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b07_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b08_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b10_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b11_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037b13_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c01_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c02_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c03_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c04_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c05_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c06_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c07_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c08_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c09_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c10_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c11_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c13_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c15_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c16_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c17_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c18_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c19_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c20_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c21_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c22_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c23_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037c24_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d01_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d02_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d03_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d04_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d05_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d06_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d07_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d10_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d11_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_037d12_(HG-U133_Plus_2).CEL	HD_HD_BATCH
E7R_039a02_(HG-U133_Plus_2).CEL	IPD
E7R_039a03_(HG-U133_Plus_2).CEL	IPD
E7R_039a05_(HG-U133_Plus_2).CEL	IPD
E7R_039a07_(HG-U133_Plus_2).CEL	IPD
E7R_039a08_(HG-U133_Plus_2).CEL	IPD
E7R_039a09_(HG-U133_Plus_2).CEL	IPD
E7R_039a109_(HG-U133_Plus_2).CEL	IPD
E7R_039a10_(HG-U133_Plus_2).CEL	IPD
E7R_039a14_(HG-U133_Plus_2)_2.CEL	IPD
E7R_039a14_(HG-U133_Plus_2).CEL	IPD
E7R_039a60_(HG-U133_Plus_2).CEL	IPD
E7R_039a61_(HG-U133_Plus_2).CEL	IPD
E7R_039a64_(HG-U133_Plus_2).CEL	IPD
E7R_039a68_(HG-U133_Plus_2).CEL	IPD
E7R_039a69_(HG-U133_Plus_2).CEL	IPD
E7R_039a84_(HG-U133_Plus_2).CEL	IPD
E7R_039a89_(HG-U133_Plus_2).CEL	IPD
E7R_039a90_(HG-U133_Plus_2).CEL	IPD
E7R_039a91_(HG-U133_Plus_2).CEL	IPD
E7R_039a92_(HG-U133_Plus_2).CEL	IPD
E8R_012a01_(HG-U133_Plus_2).CEL	IPD
E8R_012a03_(HG-U133_Plus_2).CEL	IPD
E8R_012a05_(HG-U133_Plus_2).CEL	IPD
E8R_012a09_(HG-U133_Plus_2).CEL	IPD
E8R_012a11_(HG-U133_Plus_2).CEL	IPD
E8R_012a12_(HG-U133_Plus_2).CEL	IPD
E8R_012a14_(HG-U133_Plus_2).CEL	IPD
E8R_012a15_(HG-U133_Plus_2).CEL	IPD
E8R_012a16_(HG-U133_Plus_2).CEL	IPD
E8R_012a17_2_(HG-U133_Plus_2).CEL	IPD
E8R_012a18_(HG-U133_Plus_2).CEL	IPD
E8R_012a19_(HG-U133_Plus_2).CEL	IPD
E8R_012a20_(HG-U133_Plus_2).CEL	IPD
E8R_012a26_(HG-U133_Plus_2).CEL	IPD
E8R_012a28_2_(HG-U133_Plus_2).CEL	IPD
E8R_012a30_(HG-U133_Plus_2).CEL	IPD
E8R_012a31_(HG-U133_Plus_2).CEL	IPD
E8R_012a33_(HG-U133_Plus_2).CEL	IPD
E8R_012a35_(HG-U133_Plus_2).CEL	IPD
E8R_012a36_(HG-U133_Plus_2).CEL	IPD
Neuro_Krainc_P01_B11_L3328.CEL	IPD
Neuro_Krainc_P01_C02_L3331_RPT.CEL	IPD
Neuro_Krainc_P01_C3_L3332.CEL	IPD
Neuro_Krainc_P01_C6_L3336.CEL	IPD
Neuro_Krainc_P01_E12_L3373.CEL	IPD
Neuro_Krainc_P01_F12_L3452.CEL	IPD
Neuro_Krainc_P01_F2_L3375.CEL	IPD
Neuro_Krainc_P01_F3_L3376.CEL	IPD
Neuro_Krainc_P01_F5_L3378.CEL	IPD
Neuro_Krainc_P01_F7_L3381.CEL	IPD
Neuro_Krainc_P01_G02_L3454_RPT.CEL	IPD
Neuro_Krainc_P01_G12_L3464.CEL	IPD
Neuro_Krainc_P01_G3_L3455.CEL	IPD
Neuro_Krainc_P01_G4_L3456.CEL	IPD
Neuro_Krainc_P01_G5_L3457.CEL	IPD
Neuro_Krainc_P01_G6_L3458.CEL	IPD
Neuro_Krainc_P01_H2_L3473.CEL	IPD
Neuro_Krainc_P01_H6_L3481.CEL	IPD
Neuro_Krainc_P01_H7_L3484.CEL	IPD
Neuro_Krainc_P02_A05_L3507.CEL	IPD
Neuro_Krainc_P02_A09_L3512.CEL	IPD
Neuro_Krainc_P02_C05_L3712.CEL	IPD
Neuro_Krainc_P02_C06_L3713.CEL	IPD
Neuro_Krainc_P02_C07_L3714.CEL	IPD
Neuro_Krainc_P02_C08_L3715.CEL	IPD
Neuro_Krainc_P02_C09_L3716_2.CEL	IPD
Neuro_Krainc_P02_C12_L3731.CEL	IPD
Neuro_Krainc_P02_D11_FRATRO03.CEL	IPD
Neuro_Krainc_P02_D12_FRATRO4.CEL	IPD
Neuro_Krainc_P02_E01_FRATRO5.CEL	IPD
Neuro_Krainc_P02_E02_FRATRO6_2.CEL	IPD
Neuro_Krainc_P02_E04_FRATRO8.CEL	IPD
Neuro_Krainc_P02_E05_FRATRO9.CEL	IPD
Neuro_Krainc_P02_E06_FRATRO10.CEL	IPD
Neuro_Krainc_P02_E07_FRATRO11.CEL	IPD
Neuro_Krainc_P02_E08_FRATRO13.CEL	IPD
Neuro_Krainc_P02_E10_FRATRO15.CEL	IPD
Neuro_Krainc_P02_E11_FRATRO16.CEL	IPD
Neuro_Krainc_P02_E12_FRATRO17-2_RPT.CEL	IPD
Neuro_Krainc_P02_F02_FRATRO20.CEL	IPD
Neuro_Krainc_P02_F03_FRATRO21.CEL	IPD
Neuro_Krainc_P02_F04_FRATRO22.CEL	IPD
Neuro_Krainc_P02_F05_FRATRO23_2.CEL	IPD
Neuro_Krainc_P02_F06_FRATRO24.CEL	IPD
Neuro_Krainc_P02_F07_FRATRO26.CEL	IPD
Neuro_Krainc_P02_F08_FRATRO28.CEL	IPD
Neuro_Krainc_P02_F09_FRATRO29.CEL	IPD
Neuro_Krainc_P02_F10_FRATRO30.CEL	IPD
Neuro_Krainc_P02_F11_FRATRO31.CEL	IPD
Neuro_Krainc_P02_F12_FRATRO32.CEL	IPD
Neuro_Krainc_P02_G01_FRATRO33.CEL	IPD
Neuro_Krainc_P02_G02_FRATRO34.CEL	IPD
Neuro_Krainc_P02_G03_FRATRO35.CEL	IPD
Neuro_Krainc_P02_G04_FRATRO36.CEL	IPD
Neuro_Krainc_P02_G05_FRATRO37.CEL	IPD
Neuro_Krainc_P02_G09_FRATRO41.CEL	IPD
Neuro_Krainc_P02_G11_FRATRO43.CEL	IPD
Neuro_Krainc_P02_G12_FRATRO44.CEL	IPD
Neuro_Krainc_P02_H02_FRATRO46.CEL	IPD
Neuro_Krainc_P02_H03_FRATRO47_2.CEL	IPD
Neuro_Krainc_P02_H07_FRATRO51.CEL	IPD
Neuro_Krainc_P02_H09_FRATRO53.CEL	IPD
Neuro_Krainc_P02_H10_FRATRO54.CEL	IPD
Neuro_Krainc_P02_H11_FRATRO55.CEL	IPD
Neuro_Krainc_P02_H12_FRATRO56.CEL	IPD
Neuro_Krainc_P03_A01_FRATRO57.CEL	IPD
Neuro_Krainc_P03_A02_FRATRO58.CEL	IPD
Neuro_Krainc_P03_A04_FRATRO60.CEL	IPD
Neuro_Krainc_P03_A05_FRATRO61.CEL	IPD
Neuro_Krainc_P03_A08_FRATRO64.CEL	IPD
Neuro_Krainc_P03_A09_FRATRO065.CEL	IPD
Neuro_Krainc_P03_A10_FRATRO067.CEL	IPD
Neuro_Krainc_P03_A12_FRATRO071.CEL	IPD
Neuro_Krainc_P03_B01_FRATRO072.CEL	IPD
Neuro_Krainc_P03_B03_FRATRO075.CEL	IPD
Neuro_Krainc_P03_B04_FRATRO077.CEL	IPD
Neuro_Krainc_P03_B07_FRATRO085_RPT.CEL	IPD
Neuro_Krainc_P03_B08_FRATRO086.CEL	IPD
Neuro_Krainc_P03_B10_FRATRO088.CEL	IPD
Neuro_Krainc_P03_B12_FRATRO090.CEL	IPD
Neuro_Krainc_P03_C04_FRATRO094_2.CEL	IPD
Neuro_Krainc_P03_C05_FRATRO095.CEL	IPD
Neuro_Krainc_P03_C07_FRATRO097.CEL	IPD
Neuro_Krainc_P03_C08_FRATRO098.CEL	IPD
Neuro_Krainc_P03_C10_FRATRO100.CEL	IPD
Neuro_Krainc_P03_C11_FRATRO101.CEL	IPD
Neuro_Krainc_P03_D01_FRATRO103.CEL	IPD
Neuro_Krainc_P03_D05_FRATRO107_2.CEL	IPD
Neuro_Krainc_P03_D11_FRATRO113_2.CEL	IPD
Neuro_Krainc_P03_D12_FRATRO114.CEL	IPD
Neuro_Krainc_P03_E01_FRATRO115.CEL	IPD
Neuro_Krainc_P03_E03_FRATRO117_1.CEL	IPD
Neuro_Krainc_P03_E04_FRATRO118.CEL	IPD
Neuro_Krainc_P03_E06_FRATRO120.CEL	IPD
Neuro_Krainc_P03_E11_FRATRO125.CEL	IPD
Neuro_Krainc_P03_F07_FRATRO134.CEL	IPD
Neuro_Krainc_P03_F08_FRATRO135.CEL	IPD
Neuro_Krainc_P03_G04_FRATRO144.CEL	IPD
Neuro_Krainc_P03_G06_FRATRO146.CEL	IPD
Neuro_Krainc_P03_H03_FRATRO158.CEL	IPD
Neuro_Krainc_P03_H08_FRATRO164.CEL	IPD
Neuro_Krainc_P03_H09_FRATRO165.CEL	IPD
Neuro_Krainc_P04_A09_FRATRO177.CEL	IPD
Neuro_Krainc_P04_A11_FRATRO179.CEL	IPD
Neuro_Krainc_P04_A12_FRATRO180.CEL	IPD
Neuro_Krainc_P04_B01_FRATRO181.CEL	IPD
Neuro_Krainc_P04_B02_FRATRO182.CEL	IPD
Neuro_Krainc_P04_B10_FRATRO190.CEL	IPD
Neuro_Krainc_P04_C06_FRATRO198.CEL	IPD
Neuro_Krainc_P04_C07_FRATRO199.CEL	IPD
Neuro_Krainc_P04_C11_FRATRO203_RPT.CEL	IPD
Neuro_Krainc_P04_D06_FRATRO210.CEL	IPD
Neuro_Krainc_P04_E06_FRATRO222.CEL	IPD
Neuro_Krainc_P04_E07_FRATRO224.CEL	IPD
Neuro_Krainc_P04_E11_FRATRO228.CEL	IPD
Neuro_Krainc_P04_E12_FRATRO229.CEL	IPD
Neuro_Krainc_P04_F01_FRATRO230.CEL	IPD
Neuro_Krainc_P04_F02_FARTRO231_1.CEL	IPD
Neuro_Krainc_P04_F04_FRATRO233_1.CEL	IPD
Neuro_Krainc_P04_F10_FRATRO239_1.CEL	IPD
Neuro_Krainc_P04_F12_FRATRO241.CEL	IPD
Neuro_Krainc_P04_G01_FRATRO242.CEL	IPD
Neuro_Krainc_P04_G02_FRATRO243.CEL	IPD
Neuro_Krainc_P04_G08_FRATRO249_1.CEL	IPD
Neuro_Krainc_P04_G09_FRATRO250_2.CEL	IPD
Neuro_Krainc_P04_G12_FRATRO253.CEL	IPD
Neuro_Krainc_P04_H02_FRATRO255.CEL	IPD
Neuro_Krainc_P04_H03_FRATRO256.CEL	IPD
Neuro_Krainc_P04_H07_FRATRO260.CEL	IPD
Neuro_Krainc_P04_H11_FRATRO266_2.CEL	IPD
Neuro_Krainc_P04_H12_FRATRO268_2.CEL	IPD
Neuro_Krainc_P05_A01_FRATRO269.CEL	IPD
Neuro_Krainc_P05_A06_FRATRO274.CEL	IPD
Neuro_Krainc_P05_A08_FRATRO277.CEL	IPD
Neuro_Krainc_P05_A09_FRATRO278.CEL	IPD
Neuro_Krainc_P05_B03_FRATRO285.CEL	IPD
Neuro_Krainc_P05_C03_FRATRO298.CEL	IPD
Neuro_Krainc_P05_C08_FRATRO303.CEL	IPD
Neuro_Krainc_P05_C09_FRATRO304.CEL	IPD
Neuro_Krainc-2_P01_A01_L0409.CEL	IPD
Neuro_Krainc-2_P01_A04_L2177-2.CEL	IPD
Neuro_Krainc-2_P01_A05_L2512.CEL	IPD
Neuro_Krainc-2_P01_A06_L2528.CEL	IPD
Neuro_Krainc-2_P01_A07_L2540.CEL	IPD
Neuro_Krainc-2_P01_A08_L2561-1.CEL	IPD
Neuro_Krainc-2_P01_A09_L2561-2.CEL	IPD
Neuro_Krainc-2_P01_B01_L2616.CEL	IPD
Neuro_Krainc-2_P01_B04_L2648.CEL	IPD
Neuro_Krainc-2_P01_B08_L2761.CEL	IPD
Neuro_Krainc-2_P01_B09_L2833.CEL	IPD
Neuro_Krainc-2_P01_B10_L2838-2.CEL	IPD
Neuro_Krainc-2_P01_B11_L2884.CEL	IPD
Neuro_Krainc-2_P01_B12_L2885.CEL	IPD
Neuro_Krainc-2_P01_C12_L3020_repeat.CEL	IPD
Neuro_Krainc-2_P01_D03_L3112.CEL	IPD
Neuro_Krainc-2_P01_F08_L3099.CEL	IPD
Neuro_Krainc-2_P01_F10_L3083.CEL	IPD
Neuro_Krainc-2_P01_F11_L3201.CEL	IPD
Neuro_Krainc-2_P01_G03_L3098.CEL	IPD
Neuro_Krainc-2_P01_G04_L3067.CEL	IPD
Neuro_Krainc-2_P01_G06_L3075.CEL	IPD
Neuro_Krainc-2_P01_G07_L3208.CEL	IPD
Neuro_Krainc-2_P01_G08_L3112.CEL	IPD
Neuro_Krainc-2_P01_G09_L3196_repeat.CEL	IPD
Neuro_Krainc-2_P01_G11_L3303.CEL	IPD
Neuro_Krainc-2_P01_G12_L3073.CEL	IPD
Neuro_Krainc-2_P01_H04_L3222.CEL	IPD
Neuro_Krainc-2_P01_H05_L3258.CEL	IPD
Neuro_Krainc-2_P01_H08_L3203.CEL	IPD
Neuro_Krainc-2_P01_H10_L3260.CEL	IPD
Neuro_Krainc-2_P02_A01_L3077.CEL	IPD
Neuro_Krainc-2_P02_A08_L3675_01.CEL	IPD
Neuro_Krainc-2_P02_A09_L3676_01.CEL	IPD
Neuro_Krainc-2_P02_B01_L3680_01.CEL	IPD
Neuro_Krainc-2_P02_B02_L3674_01.CEL	IPD
Neuro_Krainc-2_P02_B03_L3681_01.CEL	IPD
Neuro_Krainc-2_P02_B05_L3679_01.CEL	IPD
Neuro_Krainc-2_P02_B07_L1341_01.CEL	IPD
Neuro_Krainc-2_P02_B12_L3684_01.CEL	IPD
Neuro_Krainc-2_P02_C04_L3682_01.CEL	IPD
Neuro_Krainc-2_P02_C09_L3666_01.CEL	IPD
Neuro_Krainc-2_P02_D04_L4028_01.CEL	IPD
Neuro_Krainc-2_P02_D07_L3655_01.CEL	IPD
Neuro_Krainc-2_P02_D08_L4029_01.CEL	IPD
Neuro_Krainc-2_P02_F07_L3662_01.CEL	IPD
Neuro_Krainc-2_P02_F08_L4031_01.CEL	IPD
Neuro_Krainc-2_P02_G01_FRATRO309.CEL	IPD
Neuro_Krainc-2_P02_G02_FRATRO310.CEL	IPD
Neuro_Krainc-2_P02_G03_FRATRO311.CEL	IPD
Neuro_Krainc-2_P02_G05_FRATRO314_2.CEL	IPD
Neuro_Krainc-2_P02_G06_FRATRO315.CEL	IPD
Neuro_Krainc-2_P02_G10_FRATRO319.CEL	IPD
Neuro_Krainc-2_P02_G11_FRATRO320.CEL	IPD
Neuro_Krainc-2_P02_G12_FRATRO321.CEL	IPD
Neuro_Krainc-2_P02_H01_FRATRO322.CEL	IPD
Neuro_Krainc-2_P03_A04_FRA_TRO_338_01.CEL	IPD
Neuro_Krainc-2_P03_A12_FRA_TRO_346_01.CEL	IPD
Neuro_Krainc-2_P03_B06_FRA_TRO_352_01.CEL	IPD
5141769010_B	IPD
5141769010_C	IPD
5141769010_D	IPD
5141769010_E	IPD
5141769027_E	IPD
5141769027_F	IPD
5141769027_G	IPD
5141769027_H	IPD
5141769027_I	IPD
5141769027_K	IPD
5141769027_L	IPD
5141769059_A	IPD
5141769059_B	IPD
5141769059_C	IPD
5141769059_D	IPD
5141769059_E	IPD
5154922066_A	IPD
5154922066_B	IPD
5154922066_C	IPD
5154922066_E	IPD
5154922066_F	IPD
5154922066_G	IPD
5154922066_H	IPD
5154922066_I	IPD
5154922066_J	IPD
5154922066_K	IPD
5154922066_L	IPD
FRATRO109_(HG-U133A_2).CEL	IPD
FRATRO12_(HG-U133A_2).CEL	IPD
FRATRO25_(HG-U133A_2).CEL	IPD
FRATRO261_(HG-U133A_2).CEL	IPD
FRATRO27_(HG-U133A_2).CEL	IPD
FRATRO297_(HG-U133A_2).CEL	IPD
FRATRO300_(HG-U133A_2).CEL	IPD
FRATRO302_(HG-U133A_2).CEL	IPD
FRATRO305_(HG-U133A_2).CEL	IPD
FRATRO324_(HG-U133A_2).CEL	IPD
FRATRO325_(HG-U133A_2).CEL	IPD
FRATRO327_(HG-U133A_2).CEL	IPD
FRATRO328_(HG-U133A_2).CEL	IPD
FRATRO329_(HG-U133A_2).CEL	IPD
FRATRO66_(HG-U133A_2).CEL	IPD
FRATRO68_(HG-U133A_2).CEL	IPD
FRATRO74_(HG-U133A_2).CEL	IPD
FRATRO76_(HG-U133A_2).CEL	IPD
FRATRO80_(HG-U133A_2).CEL	IPD
FRATRO83_(HG-U133A_2).CEL	IPD
L2562_(HG-U133A_2).CEL	IPD
L2839_(HG-U133A_2).CEL	IPD
L3010_(HG-U133A_2).CEL	IPD
L3045_(HG-U133A_2).CEL	IPD
L3072_(HG-U133A_2).CEL	IPD
L3259_(HG-U133A_2).CEL	IPD
L3277_(HG-U133A_2).CEL	IPD
L3305_(HG-U133A_2).CEL	IPD
L3308_(HG-U133A_2).CEL	IPD
L3310_(HG-U133A_2).CEL	IPD
L3311_(HG-U133A_2).CEL	IPD
L3312_(HG-U133A_2).CEL	IPD
L3314_(HG-U133A_2).CEL	IPD
L3315_(HG-U133A_2).CEL	IPD
L3318_(HG-U133A_2).CEL	IPD
L3320_(HG-U133A_2).CEL	IPD
L3323_(HG-U133A_2).CEL	IPD
L3325_(HG-U133A_2).CEL	IPD
L3366_(HG-U133A_2).CEL	IPD
L3377_(HG-U133A_2).CEL	IPD
L3394_(HG-U133A_2).CEL	IPD
L3395_(HG-U133A_2).CEL	IPD
L3397_(HG-U133A_2).CEL	IPD
L3398_(HG-U133A_2).CEL	IPD
E7R_039a103_(HG-U133_Plus_2).CEL	IPD
E7R_039a105_(HG-U133_Plus_2).CEL	IPD
E7R_039a15_(HG-U133_Plus_2).CEL	IPD
E7R_039a82_(HG-U133_Plus_2).CEL	IPD
E7R_039a85_(HG-U133_Plus_2).CEL	IPD
Neuro_Krainc_P01_B1_L2696.CEL	IPD
Neuro_Krainc-2_P01_A11_L2583-2.CEL	IPD
Neuro_Krainc-2_P01_B05_L2696.CEL	IPD
L3036_(HG-U133A_2).CEL	IPD
Neuro_Krainc_P02_B08_L3594.CEL	MISTAKE
E7R_039a111_(HG-U133_Plus_2).CEL	MSA
E8R_012a02_(HG-U133_Plus_2).CEL	MSA
E8R_012a22_(HG-U133_Plus_2).CEL	MSA
Neuro_Krainc_P02_E09_FRATRO14.CEL	MSA
Neuro_Krainc-2_P01_B03_L2647.CEL	MSA
Neuro_Krainc-2_P01_F09_L3199.CEL	MSA
Neuro_Krainc-2_P01_H01_L3263.CEL	MSA
Neuro_Krainc-2_P02_A12_L4021_01.CEL	MSA
Neuro_Krainc-2_P03_A11_FRA_TRO_345_01.CEL	MSA
Neuro_Krainc-2_P03_B02_FRA_TRO_348_01.CEL	MSA
Neuro_Krainc-2_P03_B04_FRA_TRO_350_01.CEL	MSA
Neuro_Krainc-2_P03_B07_FRA_TRO_353_01.CEL	MSA
Neuro_Krainc-2_P03_B09_FRA_TRO_355_01.CEL	MSA
Neuro_Krainc-2_P03_C01_FRA_TRO_360_01.CEL	MSA
Neuro_Krainc-2_P01_B07_L2718.CEL	OTHER
E8R_012a10_(HG-U133_Plus_2).CEL	PD_DEMENTIA
Neuro_Krainc_P02_A04_L3506.CEL	PD_DEMENTIA
E7R_039a06_(HG-U133_Plus_2).CEL	PSP
E7R_039a100_(HG-U133_Plus_2).CEL	PSP
E7R_039a94_(HG-U133_Plus_2).CEL	PSP
E8R_012a29_(HG-U133_Plus_2).CEL	PSP
Neuro_Krainc_P01_F1_L3374.CEL	PSP
Neuro_Krainc_P01_F6_L3379.CEL	PSP
Neuro_Krainc-2_P01_A12_L2585-2.CEL	PSP
Neuro_Krainc-2_P01_H06_L3097_repeat.CEL	PSP
Neuro_Krainc-2_P02_E12_L4032_01.CEL	PSP
Neuro_Krainc-2_P03_B08_FRA_TRO_354_01.CEL	PSP
Neuro_Krainc-2_P03_B10_FRA_TRO_357_01.CEL	PSP
Neuro_Krainc-2_P03_B11_FRA_TRO_358_01.CEL	PSP
E7R_039a115_(HG-U133_Plus_2).CEL	UNKNOWN
E7R_039a116_(HG-U133_Plus_2).CEL	UNKNOWN
E7R_039a29_(HG-U133_Plus_2).CEL	UNKNOWN
E7R_039a65_(HG-U133_Plus_2).CEL	UNKNOWN
Neuro_Krainc_P01_B3_L3283_2.CEL	UNKNOWN
Neuro_Krainc_P01_B3_L3283.CEL	UNKNOWN
Neuro_Krainc_P02_D10_B981.CEL	UNKNOWN
Neuro_Krainc-2_P01_D05_P11.CEL	UNKNOWN
Neuro_Krainc-2_P01_G05_L3087.CEL	UNKNOWN
Neuro_Krainc-2_P02_C11_L3672_01.CEL	UNKNOWN
L3080_(HG-U133A_2).CEL	UNKNOWN
E7R_039a63_(HG-U133_Plus_2).CEL	Vascular dementia
E7R_039a117_(HG-U133_Plus_2).CEL	#N/A
E7R_039a17_(HG-U133_Plus_2).CEL	#N/A
E7R_039a97_(HG-U133_Plus_2).CEL	#N/A
E8R_012b01_(HG-U133_Plus_2).CEL	#N/A
E8R_012b02_(HG-U133_Plus_2).CEL	#N/A
E8R_012b04_(HG-U133_Plus_2).CEL	#N/A
E8R_012b05_(HG-U133_Plus_2).CEL	#N/A
E8R_012b06_(HG-U133_Plus_2).CEL	#N/A
E8R_012b07_(HG-U133_Plus_2).CEL	#N/A
E8R_012b08_(HG-U133_Plus_2).CEL	#N/A
E8R_012b12_(HG-U133_Plus_2).CEL	#N/A
E8R_012b13_2_(HG-U133_Plus_2).CEL	#N/A
E8R_012b15_(HG-U133_Plus_2).CEL	#N/A
E8R_012b16_(HG-U133_Plus_2).CEL	#N/A
E8R_012b18_(HG-U133_Plus_2).CEL	#N/A
E8R_012b19_(HG-U133_Plus_2).CEL	#N/A
E8R_012b20_(HG-U133_Plus_2).CEL	#N/A
E8R_012b21_(HG-U133_Plus_2).CEL	#N/A
E8R_012b22_(HG-U133_Plus_2).CEL	#N/A
E8R_012b26_(HG-U133_Plus_2).CEL	#N/A
E8R_012b27_(HG-U133_Plus_2).CEL	#N/A
Neuro_Krainc-2_E9R_024b01.CEL	#N/A
Neuro_Krainc-2_E9R_024b02.CEL	#N/A
Neuro_Krainc-2_E9R_024b03.CEL	#N/A
Neuro_Krainc-2_E9R_024b04.CEL	#N/A
